model,model_label,tensor_name,checkpoint_file,layer_index,component,subcomponent,numel,mean,std,rms,abs_mean
Qwen/Qwen2.5-3B-Instruct,3B,model.layers.0.self_attn.k_proj.bias,,0.0,attention,k_proj,256,-0.1488914489746093,15.369823455810549,15.340497970581056,5.648444175720215
Qwen/Qwen2.5-3B-Instruct,3B,model.layers.0.self_attn.v_proj.weight,,0.0,attention,v_proj,524288,-3.14754834107589e-05,0.0164911467581987,0.0164911597967147,0.0129065886139869
Qwen/Qwen2.5-3B-Instruct,3B,model.layers.0.self_attn.v_proj.bias,,0.0,attention,v_proj,256,0.0060459673404693,0.1648468673229217,0.1646356433629989,0.0437508821487426
Qwen/Qwen2.5-3B-Instruct,3B,model.layers.0.self_attn.o_proj.weight,,0.0,attention,o_proj,4194304,-8.65882702782983e-06,0.0215416736900806,0.0215416736900806,0.0163179859519004
Qwen/Qwen2.5-3B-Instruct,3B,model.layers.0.mlp.gate_proj.weight,,0.0,mlp,gate_proj,22544384,-3.749017560039647e-05,0.0267778486013412,0.0267778728157281,0.0207943003624677
Qwen/Qwen2.5-3B-Instruct,3B,model.layers.0.mlp.up_proj.weight,,0.0,mlp,up_proj,22544384,-7.86683176556835e-06,0.0235557332634925,0.0235557351261377,0.0183904357254505
Qwen/Qwen2.5-3B-Instruct,3B,model.layers.0.mlp.down_proj.weight,,0.0,mlp,down_proj,22544384,7.336493581533432e-07,0.0252678375691175,0.0252678375691175,0.0199353415518999
Qwen/Qwen2.5-3B-Instruct,3B,model.layers.0.input_layernorm.weight,,0.0,norm,input_layernorm,2048,0.3214640617370605,0.1393297612667083,0.350346177816391,0.3223185539245605
Qwen/Qwen2.5-3B-Instruct,3B,model.layers.0.post_attention_layernorm.weight,,0.0,norm,post_attention_layernorm,2048,0.3839716613292694,0.1499310433864593,0.4121923744678497,0.391287088394165
Qwen/Qwen2.5-3B-Instruct,3B,model.layers.1.self_attn.q_proj.weight,,1.0,attention,q_proj,4194304,-3.165809175698086e-06,0.0288397409021854,0.0288397371768951,0.0216225050389766
Qwen/Qwen2.5-3B-Instruct,3B,model.layers.1.self_attn.q_proj.bias,,1.0,attention,q_proj,2048,-0.0214865766465663,0.7494707107543945,0.7495957016944885,0.4815349578857422
Qwen/Qwen2.5-3B-Instruct,3B,model.layers.1.self_attn.k_proj.weight,,1.0,attention,k_proj,524288,8.678050653543323e-05,0.0423069782555103,0.0423070266842842,0.0312468521296978
Qwen/Qwen2.5-3B-Instruct,3B,model.layers.1.self_attn.k_proj.bias,,1.0,attention,k_proj,256,-0.3550775051116943,4.509059429168701,4.514230251312256,2.3085787296295166
Qwen/Qwen2.5-3B-Instruct,3B,model.layers.1.self_attn.v_proj.weight,,1.0,attention,v_proj,524288,2.3026448616292328e-05,0.0184250175952911,0.0184250138700008,0.0142308892682194
Qwen/Qwen2.5-3B-Instruct,3B,model.layers.1.self_attn.v_proj.bias,,1.0,attention,v_proj,256,0.0023131500929594,0.1515078395605087,0.1512293219566345,0.0292944740504026
Qwen/Qwen2.5-3B-Instruct,3B,model.layers.1.self_attn.o_proj.weight,,1.0,attention,o_proj,4194304,1.887865801109001e-05,0.0222661364823579,0.0222661420702934,0.0173799246549606
Qwen/Qwen2.5-3B-Instruct,3B,model.layers.1.mlp.gate_proj.weight,,1.0,mlp,gate_proj,22544384,4.5984521420905367e-05,0.0119859622791409,0.0119860507547855,0.0040342663414776
Qwen/Qwen2.5-3B-Instruct,3B,model.layers.1.mlp.up_proj.weight,,1.0,mlp,up_proj,22544384,1.0448101193105686e-06,0.0094681587070226,0.0094681596383452,0.0028599048964679
Qwen/Qwen2.5-3B-Instruct,3B,model.layers.1.mlp.down_proj.weight,,1.0,mlp,down_proj,22544384,-2.471275593052269e-07,0.0092511363327503,0.0092511363327503,0.0038067116402089
Qwen/Qwen2.5-3B-Instruct,3B,model.layers.1.input_layernorm.weight,,1.0,norm,input_layernorm,2048,0.1035013347864151,0.2562907636165619,0.276342898607254,0.2355220317840576
Qwen/Qwen2.5-3B-Instruct,3B,model.layers.1.post_attention_layernorm.weight,,1.0,norm,post_attention_layernorm,2048,0.9245958924293518,0.9141365885734558,1.300044298171997,0.9316017031669616
Qwen/Qwen2.5-3B-Instruct,3B,model.layers.2.self_attn.q_proj.weight,,2.0,attention,q_proj,4194304,-1.2123799933760893e-05,0.0281736869364976,0.0281736869364976,0.0212110579013824
Qwen/Qwen2.5-3B-Instruct,3B,model.layers.2.self_attn.q_proj.bias,,2.0,attention,q_proj,2048,0.0717801377177238,0.7397680282592773,0.743062436580658,0.4809531271457672
Qwen/Qwen2.5-3B-Instruct,3B,model.layers.2.self_attn.k_proj.weight,,2.0,attention,k_proj,524288,7.745245238766074e-05,0.0373550839722156,0.0373551286756992,0.0277635380625724
Qwen/Qwen2.5-3B-Instruct,3B,model.layers.2.self_attn.k_proj.bias,,2.0,attention,k_proj,256,0.5876845121383667,2.8802058696746826,2.9340336322784424,1.6426771879196167
Qwen/Qwen2.5-3B-Instruct,3B,model.layers.2.self_attn.v_proj.weight,,2.0,attention,v_proj,524288,3.4914064599433914e-05,0.0188769958913326,0.0188770107924938,0.0147616704925894
Qwen/Qwen2.5-3B-Instruct,3B,model.layers.2.self_attn.v_proj.bias,,2.0,attention,v_proj,256,0.002019939944148,0.0229394175112247,0.0229835044592618,0.0162963550537824
Qwen/Qwen2.5-3B-Instruct,3B,model.layers.2.self_attn.o_proj.weight,,2.0,attention,o_proj,4194304,-8.993441042548511e-06,0.0222874172031879,0.0222874172031879,0.0173671431839466
Qwen/Qwen2.5-3B-Instruct,3B,model.layers.2.mlp.gate_proj.weight,,2.0,mlp,gate_proj,22544384,2.553513149905484e-05,0.0119868107140064,0.011986837722361,0.0054659768939018
Qwen/Qwen2.5-3B-Instruct,3B,model.layers.2.mlp.up_proj.weight,,2.0,mlp,up_proj,22544384,-2.958082177428878e-06,0.0140087585896253,0.0140087585896253,0.0058863349258899
Qwen/Qwen2.5-3B-Instruct,3B,model.layers.2.mlp.down_proj.weight,,2.0,mlp,down_proj,22544384,1.451261709917162e-06,0.0123750325292348,0.0123750315979123,0.0061822379939258
Qwen/Qwen2.5-3B-Instruct,3B,model.layers.2.input_layernorm.weight,,2.0,norm,input_layernorm,2048,0.1798360049724578,0.3495362997055053,0.3930101096630096,0.3347530364990234
Qwen/Qwen2.5-3B-Instruct,3B,model.layers.2.post_attention_layernorm.weight,,2.0,norm,post_attention_layernorm,2048,1.2340376377105713,0.5047112703323364,1.3332133293151855,1.2408297061920166
Qwen/Qwen2.5-3B-Instruct,3B,model.layers.3.self_attn.q_proj.weight,,3.0,attention,q_proj,4194304,-2.894354565796675e-06,0.0286738034337759,0.0286738015711307,0.0219917893409729
Qwen/Qwen2.5-3B-Instruct,3B,model.layers.3.self_attn.q_proj.bias,,3.0,attention,q_proj,2048,-0.0620686784386634,1.3623946905136108,1.3634755611419678,0.6006531715393066
Qwen/Qwen2.5-3B-Instruct,3B,model.layers.3.self_attn.k_proj.weight,,3.0,attention,k_proj,524288,8.560793503420427e-06,0.0362179689109325,0.0362179353833198,0.027498634532094
Qwen/Qwen2.5-3B-Instruct,3B,model.layers.3.self_attn.k_proj.bias,,3.0,attention,k_proj,256,-0.014015793800354,0.9230188727378844,0.9213209748268129,0.4199577569961548
Qwen/Qwen2.5-3B-Instruct,3B,model.layers.3.self_attn.v_proj.weight,,3.0,attention,v_proj,524288,2.085256710415706e-06,0.0164335016161203,0.0164334867149591,0.0129426810890436
Qwen/Qwen2.5-3B-Instruct,3B,model.layers.3.self_attn.v_proj.bias,,3.0,attention,v_proj,256,0.0005843010731041,0.0377619713544845,0.0376926772296428,0.016778364777565
Qwen/Qwen2.5-3B-Instruct,3B,model.layers.3.self_attn.o_proj.weight,,3.0,attention,o_proj,4194304,-6.825448508607224e-06,0.0221095569431781,0.0221095569431781,0.017334971576929
Qwen/Qwen2.5-3B-Instruct,3B,model.layers.3.mlp.gate_proj.weight,,3.0,mlp,gate_proj,22544384,2.3658465579501357e-05,0.0165754817426204,0.0165754985064268,0.0090818535536527
Qwen/Qwen2.5-3B-Instruct,3B,model.layers.3.mlp.up_proj.weight,,3.0,mlp,up_proj,22544384,3.7342833820730448e-06,0.017961973324418,0.017961973324418,0.0096029248088598
Qwen/Qwen2.5-3B-Instruct,3B,model.layers.3.mlp.down_proj.weight,,3.0,mlp,down_proj,22544384,4.5945552074044826e-07,0.0171733573079109,0.0171733573079109,0.0097793573513627
Qwen/Qwen2.5-3B-Instruct,3B,model.layers.3.input_layernorm.weight,,3.0,norm,input_layernorm,2048,0.5768811702728271,0.3648112118244171,0.68250572681427,0.6538550853729248
Qwen/Qwen2.5-3B-Instruct,3B,model.layers.3.post_attention_layernorm.weight,,3.0,norm,post_attention_layernorm,2048,1.2763237953186035,0.4339276254177093,1.3480370044708252,1.276323914527893
Qwen/Qwen2.5-3B-Instruct,3B,model.layers.4.self_attn.q_proj.weight,,4.0,attention,q_proj,4194304,1.208556022902485e-05,0.0288688000291585,0.0288688000291585,0.0218434575945138
Qwen/Qwen2.5-3B-Instruct,3B,model.layers.4.self_attn.q_proj.bias,,4.0,attention,q_proj,2048,0.0940247029066085,1.437730073928833,1.4404510259628296,0.6924134492874146
Qwen/Qwen2.5-3B-Instruct,3B,model.layers.4.self_attn.k_proj.weight,,4.0,attention,k_proj,524288,1.677095497143455e-05,0.0344988107681274,0.034498780965805,0.0259145162999629
Qwen/Qwen2.5-3B-Instruct,3B,model.layers.4.self_attn.k_proj.bias,,4.0,attention,k_proj,256,0.0064103379845619,0.6547577977180481,0.6535091400146484,0.3595046699047088
Qwen/Qwen2.5-3B-Instruct,3B,model.layers.4.self_attn.v_proj.weight,,4.0,attention,v_proj,524288,-1.0531479347264394e-05,0.0217475835233926,0.0217475648969411,0.0170404203236103
Qwen/Qwen2.5-3B-Instruct,3B,model.layers.4.self_attn.v_proj.bias,,4.0,attention,v_proj,256,-0.0009941630996763,0.039647351950407,0.039582323282957,0.017975153401494
Qwen/Qwen2.5-3B-Instruct,3B,model.layers.4.self_attn.o_proj.weight,,4.0,attention,o_proj,4194304,5.821754257340217e-06,0.0233401749283075,0.0233401749283075,0.0181394964456558
Qwen/Qwen2.5-3B-Instruct,3B,model.layers.4.mlp.gate_proj.weight,,4.0,mlp,gate_proj,22544384,4.688813714892604e-05,0.0187419336289167,0.0187419932335615,0.0108810970559716
Qwen/Qwen2.5-3B-Instruct,3B,model.layers.4.mlp.up_proj.weight,,4.0,mlp,up_proj,22544384,-1.7776355889509432e-06,0.0179142672568559,0.0179142672568559,0.0103617049753665
Qwen/Qwen2.5-3B-Instruct,3B,model.layers.4.mlp.down_proj.weight,,4.0,mlp,down_proj,22544384,-9.83203563009738e-07,0.0176400691270828,0.0176400691270828,0.010790517553687
Qwen/Qwen2.5-3B-Instruct,3B,model.layers.4.input_layernorm.weight,,4.0,norm,input_layernorm,2048,0.46253103017807,0.2067223340272903,0.5066045522689819,0.4675162136554718
Qwen/Qwen2.5-3B-Instruct,3B,model.layers.4.post_attention_layernorm.weight,,4.0,norm,post_attention_layernorm,2048,1.0511993169784546,0.3426040410995483,1.1055948734283447,1.051199436187744
Qwen/Qwen2.5-3B-Instruct,3B,model.layers.5.self_attn.q_proj.weight,,5.0,attention,q_proj,4194304,-1.2220531061757356e-05,0.0282929129898548,0.0282929111272096,0.0207349881529808
Qwen/Qwen2.5-3B-Instruct,3B,model.layers.5.self_attn.q_proj.bias,,5.0,attention,q_proj,2048,-0.0201440081000328,1.65820050239563,1.6579179763793943,0.7441778182983398
Qwen/Qwen2.5-3B-Instruct,3B,model.layers.5.self_attn.k_proj.weight,,5.0,attention,k_proj,524288,-4.056387842865661e-05,0.0331482551991939,0.0331482477486133,0.0238792337477207
Qwen/Qwen2.5-3B-Instruct,3B,model.layers.5.self_attn.k_proj.bias,,5.0,attention,k_proj,256,-0.0247942805290222,0.4508912861347198,0.4506922960281372,0.2373052239418029
Qwen/Qwen2.5-3B-Instruct,3B,model.layers.5.self_attn.v_proj.weight,,5.0,attention,v_proj,524288,-1.8552338588051495e-05,0.0238046590238809,0.0238046422600746,0.0184388160705566
Qwen/Qwen2.5-3B-Instruct,3B,model.layers.5.self_attn.v_proj.bias,,5.0,attention,v_proj,256,-0.0087825991213321,0.0692121759057045,0.0696329474449157,0.0283009894192218
Qwen/Qwen2.5-3B-Instruct,3B,model.layers.5.self_attn.o_proj.weight,,5.0,attention,o_proj,4194304,1.4265090612752829e-05,0.0223409216850996,0.0223409235477447,0.0172572471201419
Qwen/Qwen2.5-3B-Instruct,3B,model.layers.5.mlp.gate_proj.weight,,5.0,mlp,gate_proj,22544384,9.729711746331304e-05,0.0240585226565599,0.0240587200969457,0.0166899692267179
Qwen/Qwen2.5-3B-Instruct,3B,model.layers.5.mlp.up_proj.weight,,5.0,mlp,up_proj,22544384,-2.101347035932122e-06,0.0232847463339567,0.0232847463339567,0.0162499882280826
Qwen/Qwen2.5-3B-Instruct,3B,model.layers.5.mlp.down_proj.weight,,5.0,mlp,down_proj,22544384,3.472561502348981e-06,0.0229687243700027,0.0229687243700027,0.0163212120532989
Qwen/Qwen2.5-3B-Instruct,3B,model.layers.5.input_layernorm.weight,,5.0,norm,input_layernorm,2048,0.4782497882843017,0.3860167264938354,0.614539623260498,0.4785544276237488
Qwen/Qwen2.5-3B-Instruct,3B,model.layers.5.post_attention_layernorm.weight,,5.0,norm,post_attention_layernorm,2048,1.0110056400299072,0.2572525143623352,1.043205976486206,1.0116393566131592
Qwen/Qwen2.5-3B-Instruct,3B,model.layers.6.self_attn.q_proj.weight,,6.0,attention,q_proj,4194304,-2.931848484877264e-06,0.028508935123682,0.0285089313983917,0.0216433182358741
Qwen/Qwen2.5-3B-Instruct,3B,model.layers.6.self_attn.q_proj.bias,,6.0,attention,q_proj,2048,-0.080020010471344,1.4109917879104614,1.4129149913787842,0.6760878562927246
Qwen/Qwen2.5-3B-Instruct,3B,model.layers.6.self_attn.k_proj.weight,,6.0,attention,k_proj,524288,2.3242984752869237e-05,0.0324614606797695,0.0324614383280277,0.0247280299663543
Qwen/Qwen2.5-3B-Instruct,3B,model.layers.6.self_attn.k_proj.bias,,6.0,attention,k_proj,256,0.001351773738861,0.545957624912262,0.544891893863678,0.302699863910675
Qwen/Qwen2.5-3B-Instruct,3B,model.layers.6.self_attn.v_proj.weight,,6.0,attention,v_proj,524288,4.487403930397704e-05,0.0223423521965742,0.0223423764109611,0.0169812366366386
Qwen/Qwen2.5-3B-Instruct,3B,model.layers.6.self_attn.v_proj.bias,,6.0,attention,v_proj,256,-0.0007930919528007,0.0279102232307195,0.0278669465333223,0.0162685737013816
Qwen/Qwen2.5-3B-Instruct,3B,model.layers.6.self_attn.o_proj.weight,,6.0,attention,o_proj,4194304,-1.3428008060145658e-05,0.0247113853693008,0.0247113853693008,0.018874816596508
Qwen/Qwen2.5-3B-Instruct,3B,model.layers.6.mlp.gate_proj.weight,,6.0,mlp,gate_proj,22544384,9.335278446087614e-05,0.0264012161642313,0.0264013819396495,0.019678883254528
Qwen/Qwen2.5-3B-Instruct,3B,model.layers.6.mlp.up_proj.weight,,6.0,mlp,up_proj,22544384,-4.2262336137355305e-06,0.0254596397280693,0.0254596397280693,0.0183696020394563
Qwen/Qwen2.5-3B-Instruct,3B,model.layers.6.mlp.down_proj.weight,,6.0,mlp,down_proj,22544384,1.002364001578826e-06,0.0252235643565654,0.0252235643565654,0.0188053864985704
Qwen/Qwen2.5-3B-Instruct,3B,model.layers.6.input_layernorm.weight,,6.0,norm,input_layernorm,2048,0.5324755907058716,0.1766264289617538,0.5609919428825378,0.5364306569099426
Qwen/Qwen2.5-3B-Instruct,3B,model.layers.6.post_attention_layernorm.weight,,6.0,norm,post_attention_layernorm,2048,1.077838897705078,0.2287728786468505,1.10183846950531,1.0778393745422363
Qwen/Qwen2.5-3B-Instruct,3B,model.layers.7.self_attn.q_proj.weight,,7.0,attention,q_proj,4194304,2.9974307835800573e-07,0.0268115457147359,0.0268115419894456,0.0203857831656932
Qwen/Qwen2.5-3B-Instruct,3B,model.layers.7.self_attn.q_proj.bias,,7.0,attention,q_proj,2048,-0.0469935573637485,1.2444584369659424,1.245041847229004,0.6013709902763367
Qwen/Qwen2.5-3B-Instruct,3B,model.layers.7.self_attn.k_proj.weight,,7.0,attention,k_proj,524288,-1.6682559362379834e-05,0.0269828829914331,0.0269828606396913,0.0204570740461349
Qwen/Qwen2.5-3B-Instruct,3B,model.layers.7.self_attn.k_proj.bias,,7.0,attention,k_proj,256,0.049545407295227,0.5248997807502747,0.5262113213539124,0.2891405820846557
Qwen/Qwen2.5-3B-Instruct,3B,model.layers.7.self_attn.v_proj.weight,,7.0,attention,v_proj,524288,2.4864923034328967e-05,0.0246422290802001,0.0246422197669744,0.0192542746663093
Qwen/Qwen2.5-3B-Instruct,3B,model.layers.7.self_attn.v_proj.bias,,7.0,attention,v_proj,256,0.0023503117263317,0.0276460517197847,0.0276919212192296,0.0194599516689777
Qwen/Qwen2.5-3B-Instruct,3B,model.layers.7.self_attn.o_proj.weight,,7.0,attention,o_proj,4194304,-1.1766831448767334e-05,0.0244250074028968,0.0244250074028968,0.0191523786634206
Qwen/Qwen2.5-3B-Instruct,3B,model.layers.7.mlp.gate_proj.weight,,7.0,mlp,gate_proj,22544384,7.755886326776817e-05,0.0262681003659963,0.0262682139873504,0.0195631403475999
Qwen/Qwen2.5-3B-Instruct,3B,model.layers.7.mlp.up_proj.weight,,7.0,mlp,up_proj,22544384,4.987074134987779e-06,0.0244370102882385,0.0244370102882385,0.0177352782338857
Qwen/Qwen2.5-3B-Instruct,3B,model.layers.7.mlp.down_proj.weight,,7.0,mlp,down_proj,22544384,2.3761583634041017e-06,0.0242596995085477,0.0242596976459026,0.0181715432554483
Qwen/Qwen2.5-3B-Instruct,3B,model.layers.7.input_layernorm.weight,,7.0,norm,input_layernorm,2048,0.6433531045913696,0.2229982912540435,0.6808870434761047,0.6481907963752747
Qwen/Qwen2.5-3B-Instruct,3B,model.layers.7.post_attention_layernorm.weight,,7.0,norm,post_attention_layernorm,2048,1.14037024974823,0.2273993641138076,1.162811040878296,1.1420376300811768
Qwen/Qwen2.5-3B-Instruct,3B,model.layers.8.self_attn.q_proj.weight,,8.0,attention,q_proj,4194304,-6.563299393747002e-06,0.0272319018840789,0.0272319000214338,0.0211089476943016
Qwen/Qwen2.5-3B-Instruct,3B,model.layers.8.self_attn.q_proj.bias,,8.0,attention,q_proj,2048,0.0185597464442253,1.3067936897277832,1.306606411933899,0.6839509010314941
Qwen/Qwen2.5-3B-Instruct,3B,model.layers.8.self_attn.k_proj.weight,,8.0,attention,k_proj,524288,-4.665505548473448e-05,0.0299631468951702,0.0299631543457508,0.0228745341300964
Qwen/Qwen2.5-3B-Instruct,3B,model.layers.8.self_attn.k_proj.bias,,8.0,attention,k_proj,256,-0.0352027863264083,0.4998286366462707,0.5000919699668884,0.2736033797264099
Qwen/Qwen2.5-3B-Instruct,3B,model.layers.8.self_attn.v_proj.weight,,8.0,attention,v_proj,524288,-6.645514076808468e-06,0.0248235259205102,0.0248235035687685,0.0195048283785581
Qwen/Qwen2.5-3B-Instruct,3B,model.layers.8.self_attn.v_proj.bias,,8.0,attention,v_proj,256,0.0015566609799861,0.0287031326442956,0.028689282014966,0.0175911299884319
Qwen/Qwen2.5-3B-Instruct,3B,model.layers.8.self_attn.o_proj.weight,,8.0,attention,o_proj,4194304,-3.867315626848722e-06,0.02490777336061,0.0249077696353197,0.0196079388260841
Qwen/Qwen2.5-3B-Instruct,3B,model.layers.8.mlp.gate_proj.weight,,8.0,mlp,gate_proj,22544384,0.0001033490698318,0.0298176873475313,0.0298178661614656,0.0235449038445949
Qwen/Qwen2.5-3B-Instruct,3B,model.layers.8.mlp.up_proj.weight,,8.0,mlp,up_proj,22544384,8.289945071737748e-06,0.0253960322588682,0.0253960322588682,0.0197707712650299
Qwen/Qwen2.5-3B-Instruct,3B,model.layers.8.mlp.down_proj.weight,,8.0,mlp,down_proj,22544384,-3.180376779710059e-07,0.0251359101384878,0.0251359101384878,0.0197023954242467
Qwen/Qwen2.5-3B-Instruct,3B,model.layers.8.input_layernorm.weight,,8.0,norm,input_layernorm,2048,0.6726905107498169,0.170572280883789,0.6939691305160522,0.6739870309829712
Qwen/Qwen2.5-3B-Instruct,3B,model.layers.8.post_attention_layernorm.weight,,8.0,norm,post_attention_layernorm,2048,1.1221716403961182,0.2324810773134231,1.1459888219833374,1.1246378421783447
Qwen/Qwen2.5-3B-Instruct,3B,model.layers.9.self_attn.q_proj.weight,,9.0,attention,q_proj,4194304,2.591206339275232e-06,0.0281316079199314,0.0281316060572862,0.0216966569423675
Qwen/Qwen2.5-3B-Instruct,3B,model.layers.9.self_attn.q_proj.bias,,9.0,attention,q_proj,2048,0.0104070045053958,1.4762154817581177,1.4758915901184082,0.7771933078765869
Qwen/Qwen2.5-3B-Instruct,3B,model.layers.9.self_attn.k_proj.weight,,9.0,attention,k_proj,524288,-3.4598971978994086e-05,0.0329882986843586,0.0329882837831974,0.0254043005406856
Qwen/Qwen2.5-3B-Instruct,3B,model.layers.9.self_attn.k_proj.bias,,9.0,attention,k_proj,256,-0.0514703765511512,0.550592839717865,0.5519216656684875,0.2985283434391022
Qwen/Qwen2.5-3B-Instruct,3B,model.layers.9.self_attn.v_proj.weight,,9.0,attention,v_proj,524288,-7.882239879108965e-05,0.0257520750164985,0.0257521700114011,0.020188819617033
Qwen/Qwen2.5-3B-Instruct,3B,model.layers.9.self_attn.v_proj.bias,,9.0,attention,v_proj,256,0.0012144651263952,0.041381862014532,0.0413188077509403,0.0247978176921606
Qwen/Qwen2.5-3B-Instruct,3B,model.layers.9.self_attn.o_proj.weight,,9.0,attention,o_proj,4194304,1.4024201846041253e-05,0.025013692677021,0.025013692677021,0.0195315964519977
Qwen/Qwen2.5-3B-Instruct,3B,model.layers.9.mlp.gate_proj.weight,,9.0,mlp,gate_proj,22544384,2.302367420270457e-06,0.0301776900887489,0.0301776900887489,0.0236838273704051
Qwen/Qwen2.5-3B-Instruct,3B,model.layers.9.mlp.up_proj.weight,,9.0,mlp,up_proj,22544384,3.2536113394598942e-06,0.0249527879059314,0.0249527897685766,0.0193249620497226
Qwen/Qwen2.5-3B-Instruct,3B,model.layers.9.mlp.down_proj.weight,,9.0,mlp,down_proj,22544384,4.892967808700632e-06,0.0245010964572429,0.0245010964572429,0.0190838165581226
Qwen/Qwen2.5-3B-Instruct,3B,model.layers.9.input_layernorm.weight,,9.0,norm,input_layernorm,2048,0.5878129601478577,0.1550094485282898,0.6078982353210449,0.5898895859718323
Qwen/Qwen2.5-3B-Instruct,3B,model.layers.9.post_attention_layernorm.weight,,9.0,norm,post_attention_layernorm,2048,1.0655792951583862,0.2112004458904266,1.086297869682312,1.065579533576965
Qwen/Qwen2.5-3B-Instruct,3B,model.layers.10.self_attn.q_proj.weight,,10.0,attention,q_proj,4194304,2.8785221729776825e-05,0.0264213010668754,0.0264213122427463,0.0199584923684597
Qwen/Qwen2.5-3B-Instruct,3B,model.layers.10.self_attn.q_proj.bias,,10.0,attention,q_proj,2048,-0.0095324870198965,1.4090635776519775,1.4087517261505127,0.792094349861145
Qwen/Qwen2.5-3B-Instruct,3B,model.layers.10.self_attn.k_proj.weight,,10.0,attention,k_proj,524288,-1.7007338101393543e-05,0.0274709314107894,0.0274709109216928,0.0205361787229776
Qwen/Qwen2.5-3B-Instruct,3B,model.layers.10.self_attn.k_proj.bias,,10.0,attention,k_proj,256,-0.0247412919998168,0.6255287528038025,0.6247959136962891,0.3452006578445434
Qwen/Qwen2.5-3B-Instruct,3B,model.layers.10.self_attn.v_proj.weight,,10.0,attention,v_proj,524288,6.51132213533856e-05,0.0269583407789468,0.026958392933011,0.020818717777729
Qwen/Qwen2.5-3B-Instruct,3B,model.layers.10.self_attn.v_proj.bias,,10.0,attention,v_proj,256,-0.0010043904185295,0.0619421675801277,0.0618292279541492,0.0341998562216758
Qwen/Qwen2.5-3B-Instruct,3B,model.layers.10.self_attn.o_proj.weight,,10.0,attention,o_proj,4194304,-7.109480065992102e-06,0.0250103026628494,0.0250103008002042,0.0193746611475944
Qwen/Qwen2.5-3B-Instruct,3B,model.layers.10.mlp.gate_proj.weight,,10.0,mlp,gate_proj,22544384,3.49629954143893e-05,0.0305877923965454,0.030587812885642,0.0240477882325649
Qwen/Qwen2.5-3B-Instruct,3B,model.layers.10.mlp.up_proj.weight,,10.0,mlp,up_proj,22544384,3.5783209568762686e-06,0.0249139126390218,0.0249139126390218,0.0195208322256803
Qwen/Qwen2.5-3B-Instruct,3B,model.layers.10.mlp.down_proj.weight,,10.0,mlp,down_proj,22544384,-7.688352070545079e-07,0.0242953207343816,0.0242953207343816,0.0189835745841264
Qwen/Qwen2.5-3B-Instruct,3B,model.layers.10.input_layernorm.weight,,10.0,norm,input_layernorm,2048,0.6267049312591553,0.1653100550174713,0.648130476474762,0.6274015307426453
Qwen/Qwen2.5-3B-Instruct,3B,model.layers.10.post_attention_layernorm.weight,,10.0,norm,post_attention_layernorm,2048,0.9285202026367188,0.2047907561063766,0.9508252143859864,0.9285203814506532
Qwen/Qwen2.5-3B-Instruct,3B,model.layers.11.self_attn.q_proj.weight,,11.0,attention,q_proj,4194304,1.5904564861557446e-05,0.0269824806600809,0.026982482522726,0.0206742901355028
Qwen/Qwen2.5-3B-Instruct,3B,model.layers.11.self_attn.q_proj.bias,,11.0,attention,q_proj,2048,-0.0707988962531089,1.4739234447479248,1.4752633571624756,0.6649622917175293
Qwen/Qwen2.5-3B-Instruct,3B,model.layers.11.self_attn.k_proj.weight,,11.0,attention,k_proj,524288,4.913735392619856e-05,0.0280610080808401,0.0280610248446464,0.021385483443737
Qwen/Qwen2.5-3B-Instruct,3B,model.layers.11.self_attn.k_proj.bias,,11.0,attention,k_proj,256,-0.0453070066869258,0.6970643997192383,0.6971753239631653,0.3582713901996612
Qwen/Qwen2.5-3B-Instruct,3B,model.layers.11.self_attn.v_proj.weight,,11.0,attention,v_proj,524288,1.8233651644550264e-05,0.027150709182024,0.0271506886929273,0.0211453437805175
Qwen/Qwen2.5-3B-Instruct,3B,model.layers.11.self_attn.v_proj.bias,,11.0,attention,v_proj,256,0.0034977868199348,0.0689163133502006,0.0688704624772071,0.0472360551357269
Qwen/Qwen2.5-3B-Instruct,3B,model.layers.11.self_attn.o_proj.weight,,11.0,attention,o_proj,4194304,-1.101729412766872e-05,0.0258814916014671,0.0258814897388219,0.0198727305978536
Qwen/Qwen2.5-3B-Instruct,3B,model.layers.11.mlp.gate_proj.weight,,11.0,mlp,gate_proj,22544384,9.605177910998464e-05,0.0296598672866821,0.0296600218862295,0.0231922324746847
Qwen/Qwen2.5-3B-Instruct,3B,model.layers.11.mlp.up_proj.weight,,11.0,mlp,up_proj,22544384,2.2634276319877245e-06,0.0255447551608085,0.0255447551608085,0.0201310459524393
Qwen/Qwen2.5-3B-Instruct,3B,model.layers.11.mlp.down_proj.weight,,11.0,mlp,down_proj,22544384,4.861690740654012e-06,0.0250050649046897,0.0250050649046897,0.0195829831063747
Qwen/Qwen2.5-3B-Instruct,3B,model.layers.11.input_layernorm.weight,,11.0,norm,input_layernorm,2048,0.6066445112228394,0.2230108976364135,0.6463181376457214,0.6066495180130005
Qwen/Qwen2.5-3B-Instruct,3B,model.layers.11.post_attention_layernorm.weight,,11.0,norm,post_attention_layernorm,2048,0.7392928004264832,0.1640907675027847,0.7572756409645081,0.7392928004264832
Qwen/Qwen2.5-3B-Instruct,3B,model.layers.12.self_attn.q_proj.weight,,12.0,attention,q_proj,4194304,3.062068572035059e-05,0.0269703418016433,0.0269703548401594,0.0205943956971168
